20220321,JPY
20220429,JPY
20220503,JPY
20220504,JPY
20220505,JPY
20220718,JPY
20220919,JPY
20220923,JPY
20221010,JPY
20221103,JPY
20221123,JPY
20221223,JPY
20230102,JPY
20230103,JPY
20230109,JPY
20230321,JPY
20230503,JPY
20230504,JPY
20230505,JPY
20230717,JPY
20230918,JPY
20231009,JPY
20231103,JPY
20231123,JPY
20240101,JPY
20240102,JPY
20240103,JPY
20240108,JPY
20240212,JPY
20240320,JPY
20240429,JPY
20240503,JPY
20240506,JPY
20240715,JPY
20240916,JPY
20240923,JPY
20241014,JPY
20241104,JPY
20241223,JPY
20241231,JPY
20250101,JPY
20250102,JPY
20250103,JPY
20250113,JPY
20250211,JPY
20250320,JPY
20250429,JPY
20250505,JPY
20250721,JPY
20250915,JPY
20250923,JPY
20251013,JPY
20251103,JPY
20251124,JPY
20251223,JPY
20251231,JPY
20260101,JPY
20260102,JPY
20260112,JPY
20260211,JPY
20260320,JPY
20260429,JPY
20260504,JPY
20260505,JPY
20260720,JPY
20260921,JPY
20260922,JPY
20260923,JPY
20261012,JPY
20261103,JPY
20261123,JPY
20261223,JPY
20261231,JPY
20270101,JPY
20270111,JPY
20270211,JPY
20270322,JPY
20270429,JPY
20270503,JPY
20270504,JPY
20270505,JPY
20270719,JPY
20270920,JPY
20270923,JPY
20271011,JPY
20271103,JPY
20271123,JPY
20271223,JPY
20271231,JPY
20280103,JPY
20280110,JPY
20280211,JPY
20280320,JPY
20280503,JPY
20280504,JPY
20280505,JPY
20280717,JPY
20280918,JPY
20280922,JPY
20281009,JPY
20281103,JPY
20281123,JPY
20290101,JPY
20290102,JPY
20290103,JPY
20290108,JPY
20290212,JPY
20290320,JPY
20290430,JPY
20290503,JPY
20290504,JPY
20290716,JPY
20290917,JPY
20290924,JPY
20291008,JPY
20291123,JPY
20291224,JPY
20291231,JPY
20300101,JPY
20300102,JPY
20300103,JPY
20300114,JPY
20300211,JPY
20300320,JPY
20300429,JPY
20300503,JPY
20300506,JPY
20300715,JPY
20300916,JPY
20300923,JPY
20301014,JPY
20301104,JPY
20301223,JPY
20301231,JPY
20310101,JPY
20310102,JPY
20310103,JPY
20310113,JPY
20310211,JPY
20310321,JPY
20310429,JPY
20310505,JPY
20310721,JPY
20310915,JPY
20310923,JPY
20311013,JPY
20311103,JPY
20311124,JPY
20311223,JPY
20311231,JPY
20320101,JPY
20320102,JPY
20320112,JPY
20320211,JPY
20320429,JPY
20320503,JPY
20320504,JPY
20320505,JPY
20320719,JPY
20320920,JPY
20320921,JPY
20320922,JPY
20321011,JPY
20321103,JPY
20321123,JPY
20321223,JPY
20321231,JPY
20330103,JPY
20330110,JPY
20330211,JPY
20330321,JPY
20330429,JPY
20330503,JPY
20330504,JPY
20330505,JPY
20330718,JPY
20330919,JPY
20330923,JPY
20331010,JPY
20331103,JPY
20331123,JPY
20331223,JPY
20340102,JPY
20340103,JPY
20340109,JPY
20340320,JPY
20340503,JPY
20340504,JPY
20340505,JPY
20340717,JPY
20340918,JPY
20341009,JPY
20341103,JPY
20341123,JPY
20350101,JPY
20350102,JPY
20350103,JPY
20350108,JPY
20350212,JPY
20350321,JPY
20350430,JPY
20350503,JPY
20350504,JPY
20350716,JPY
20350917,JPY
20350924,JPY
20351008,JPY
20351123,JPY
20351224,JPY
20351231,JPY
20360101,JPY
20360102,JPY
20360103,JPY
20360114,JPY
20360211,JPY
20360320,JPY
20360429,JPY
20360505,JPY
20360721,JPY
20360915,JPY
20360922,JPY
20361013,JPY
20361103,JPY
20361124,JPY
20361223,JPY
20361231,JPY
20370101,JPY
20370102,JPY
20370112,JPY
20370211,JPY
20370320,JPY
20370429,JPY
20370504,JPY
20370505,JPY
20370720,JPY
20370921,JPY
20370922,JPY
20370923,JPY
20371012,JPY
20371103,JPY
20371123,JPY
20371223,JPY
20371231,JPY
20380101,JPY
20380111,JPY
20380211,JPY
20380429,JPY
20380503,JPY
20380504,JPY
20380505,JPY
20380719,JPY
20380920,JPY
20380923,JPY
20381011,JPY
20381103,JPY
20381123,JPY
20381223,JPY
20381231,JPY
20390103,JPY
20390110,JPY
20390211,JPY
20390321,JPY
20390429,JPY
20390503,JPY
20390504,JPY
20390505,JPY
20390718,JPY
20390919,JPY
20390923,JPY
20391010,JPY
20391103,JPY
20391123,JPY
20391223,JPY
20400102,JPY
20400103,JPY
20400109,JPY
20400320,JPY
20400430,JPY
20400503,JPY
20400504,JPY
20400716,JPY
20400917,JPY
20400924,JPY
20401008,JPY
20401123,JPY
20401224,JPY
20401231,JPY
20410101,JPY
20410102,JPY
20410103,JPY
20410114,JPY
20410211,JPY
20410320,JPY
20410429,JPY
20410503,JPY
20410506,JPY
20410715,JPY
20410916,JPY
20410923,JPY
20411014,JPY
20411104,JPY
20411223,JPY
20411231,JPY
20420101,JPY
20420102,JPY
20420103,JPY
20420113,JPY
20420211,JPY
20420320,JPY
20420429,JPY
20420505,JPY
20420721,JPY
20420915,JPY
20420923,JPY
20421013,JPY
20421103,JPY
20421124,JPY
20421223,JPY
20421231,JPY
20430101,JPY
20430102,JPY
20430112,JPY
20430211,JPY
20430429,JPY
20430504,JPY
20430505,JPY
20430720,JPY
20430921,JPY
20430922,JPY
20430923,JPY
20431012,JPY
20431103,JPY
20431123,JPY
20431223,JPY
20431231,JPY
20440101,JPY
20440111,JPY
20440211,JPY
20440321,JPY
20440429,JPY
20440503,JPY
20440504,JPY
20440505,JPY
20440718,JPY
20440919,JPY
20440922,JPY
20441010,JPY
20441103,JPY
20441123,JPY
20441223,JPY
20450102,JPY
20450103,JPY
20450109,JPY
20450320,JPY
20450503,JPY
20450504,JPY
20450505,JPY
20450717,JPY
20450918,JPY
20450922,JPY
20451009,JPY
20451103,JPY
20451123,JPY
20460101,JPY
20460102,JPY
20460103,JPY
20460108,JPY
20460212,JPY
20460320,JPY
20460430,JPY
20460503,JPY
20460504,JPY
20460716,JPY
20460917,JPY
20460924,JPY
20461008,JPY
20461123,JPY
20461224,JPY
20461231,JPY
20470101,JPY
20470102,JPY
20470103,JPY
20470114,JPY
20470211,JPY
20470321,JPY
20470429,JPY
20470503,JPY
20470506,JPY
20470715,JPY
20470916,JPY
20470923,JPY
20471014,JPY
20471104,JPY
20471223,JPY
20471231,JPY
20480101,JPY
20480102,JPY
20480103,JPY
20480113,JPY
20480211,JPY
20480320,JPY
20480429,JPY
20480504,JPY
20480505,JPY
20480720,JPY
20480921,JPY
20480922,JPY
20481012,JPY
20481103,JPY
20481123,JPY
20481223,JPY
20481231,JPY
20490101,JPY
20490111,JPY
20490211,JPY
20490429,JPY
20490503,JPY
20490504,JPY
20490505,JPY
20490719,JPY
20490920,JPY
20490921,JPY
20490922,JPY
20491011,JPY
20491103,JPY
20491123,JPY
20491223,JPY
20491231,JPY
20500103,JPY
20500110,JPY
20500211,JPY
20500321,JPY
20500429,JPY
20500503,JPY
20500504,JPY
20500505,JPY
20500718,JPY
20500919,JPY
20500923,JPY
20501010,JPY
20501103,JPY
20501123,JPY
20501223,JPY
20510102,JPY
20510103,JPY
20510109,JPY
20510321,JPY
20510503,JPY
20510504,JPY
20510505,JPY
20510717,JPY
20510918,JPY
20511009,JPY
20511103,JPY
20511123,JPY
20520101,JPY
20520102,JPY
20520103,JPY
20520108,JPY
20520212,JPY
20520320,JPY
20520429,JPY
20520503,JPY
20520506,JPY
20520715,JPY
20520916,JPY
20520923,JPY
20521014,JPY
20521104,JPY
20521223,JPY
20521231,JPY
20530101,JPY
20530102,JPY
20530103,JPY
20530113,JPY
20530211,JPY
20530320,JPY
20530429,JPY
20530505,JPY
20530721,JPY
20530915,JPY
20530922,JPY
20531013,JPY
20531103,JPY
20531124,JPY
20531223,JPY
20531231,JPY
20540101,JPY
20540102,JPY
20540112,JPY
20540211,JPY
20540320,JPY
20540429,JPY
20540504,JPY
20540505,JPY
20540720,JPY
20540921,JPY
20540922,JPY
20540923,JPY
20541012,JPY
20541103,JPY
20541123,JPY
20541223,JPY
20541231,JPY
20550101,JPY
20550111,JPY
20550211,JPY
20550322,JPY
20550429,JPY
20550503,JPY
20550504,JPY
20550505,JPY
20550719,JPY
20550920,JPY
20550923,JPY
20551011,JPY
20551103,JPY
20551123,JPY
20551223,JPY
20551231,JPY
20560103,JPY
20560110,JPY
20560211,JPY
20560320,JPY
20560503,JPY
20560504,JPY
20560505,JPY
20560717,JPY
20560918,JPY
20560922,JPY
20561009,JPY
20561103,JPY
20561123,JPY
